nom_estado;nom_pontoconexao;nom_modalidadeoperacao;nom_tipousina;nom_usina_conjunto;din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 00:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 01:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 02:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 03:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 04:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 05:00:00;11.0;2.541;278.397;0.0091272535264388
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 06:00:00;132.5;49.567;278.397;0.1780443036383294
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 07:00:00;225.0;90.781;278.397;0.3260846920045833
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 08:00:00;230.0;106.416;278.397;0.3822454983351113
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 09:00:00;229.5;189.39;278.397;0.6802875030980937
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 10:00:00;217.0;222.303;278.397;0.7985107598142221
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 11:00:00;193.5;208.318;278.397;0.7482767414878752
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 12:00:00;162.5;211.186;278.397;0.7585785766369608
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 13:00:00;118.5;209.168;278.397;0.7513299353082109
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 14:00:00;69.5;130.628;278.397;0.4692148263091915
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 15:00:00;53.0;56.584;278.397;0.2032493166233831
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 16:00:00;36.0;40.568;278.397;0.1457199610627988
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 17:00:00;3.0;0.452;278.397;0.0016235807138726
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 18:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 19:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 20:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 21:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 22:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-01 23:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 00:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 01:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 02:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 03:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 04:00:00;0.0;0.0;278.397;0.0
CEARA;ALEX230kVA;Conjunto de Usinas;Solar;Conj. Alex;2022-01-02 05:00:00;11.0;1.701;278.397;0.0061099796334012
